City,avg_rating,review_count,rating_std
Meerut,4.2291,419,0.85
Kaziranga National Park,4.2288,271,0.7837
Khandwa,4.2286,35,0.7702
Gurdaspur,4.2286,70,0.837
Netarhat,4.2273,44,0.803
Sultanpur,4.2273,22,0.8691
Modhera,4.2272,383,0.8519
Chamba,4.2271,1506,0.8689
Matheran,4.227,2326,0.8312
Zirakpur,4.2266,128,0.7958
Yamunanagar,4.2258,31,0.762
Bodh Gaya,4.2255,2262,0.8261
Katni,4.2254,71,0.6803
Amravati,4.225,240,0.7758
Warangal,4.2237,818,0.8498
Trivandrum,4.2233,11179,0.8427
Khajuraho,4.2232,3140,0.8354
Shrivardhan,4.2225,481,0.912
Silvassa,4.2223,1318,0.8704
Khordha,4.2222,9,0.6667
Dewas,4.2222,54,0.8165
Khanvel,4.2222,9,0.6667
Pokaran,4.2222,9,0.8333
Dawki,4.2222,396,0.8486
Maem,4.2222,18,0.9428
Jabalpur,4.2217,2409,0.8332
Aritar,4.2215,158,0.8715
Kevadia,4.2211,95,0.8894
Orchha,4.221,1846,0.8547
Kasaragod,4.2206,952,0.8404
Bhadrachalam,4.2201,159,0.8393
Wai,4.22,50,0.7637
Vijayawada,4.2197,1684,0.8376
Jhajjar,4.2188,96,1.0974
Nagothane,4.2188,32,0.7925
Dalhousie,4.2184,3090,0.8503
Satara,4.2182,1045,0.8271
Rewari,4.2179,78,0.696
Midnapore,4.2179,624,0.8962
Sirsi,4.2177,372,0.8425
Rajpipla,4.2174,46,1.0309
Belgaum,4.2169,415,0.8113
Katra,4.2167,466,0.8232
Yelagiri,4.2165,762,0.8948
Rajahmundry,4.2165,485,0.8109
Muttukadu,4.2162,495,0.8746
Diskit,4.2155,116,0.8728
Ravangla,4.2154,325,0.7953
Vihigaon,4.2152,79,0.9292
Jalpaiguri,4.2148,391,0.832
Bathinda,4.2147,340,0.8712
Agatti,4.2143,70,0.9151
Meppadi,4.2143,14,0.8926
Bandipur National Park,4.2143,70,0.9615
Narmada,4.2132,319,0.924
Chail,4.2131,1126,0.9037
Gajner,4.2124,193,0.8609
Bomdila,4.2123,212,0.9273
Almora,4.2117,1162,0.8414
Khammam,4.2115,52,0.8708
Sonipat,4.2115,156,1.0349
Kasauli,4.2108,1755,0.8649
Ludhiana,4.2108,650,0.8547
Kakinada,4.2107,242,0.9774
Coonoor,4.2102,3126,0.867
Indore,4.2102,5451,0.8278
Tiruchendur,4.2102,157,0.8323
Kollur,4.2101,557,0.7939
Bhavnagar,4.2101,690,0.8369
Surendranagar,4.21,100,0.7951
Rudra Prayag,4.2093,258,0.8245
Mormugao,4.2091,220,0.8664
Dhamtari,4.2083,48,1.0306
Bhojpur,4.2083,144,0.7561
Ponda,4.2081,1341,0.9227
Moodabidri,4.2075,53,0.7686
Goa Velha,4.207,3247,0.8249
Bilaspur,4.2069,406,0.85
Ellora,4.2069,29,0.9016
Thenmala,4.2064,218,0.8686
Nagpur,4.2061,2926,0.8702
Belakavadi,4.2053,682,0.903
Sangameshwar,4.2051,78,0.8733
Narkanda,4.2047,513,0.8987
Bhadrak,4.2041,49,0.816
Puttaparthi,4.2039,358,0.8201
Gondia,4.2039,255,0.8771
Madurai,4.2032,6406,0.8549
Abhaneri,4.203,867,0.8381
Ambala,4.2029,207,0.8908
Ganjam,4.2023,257,0.8232
Bahadurgarh,4.2,15,1.0823
Adoni,4.2,5,1.0954
Rajnandgaon,4.2,25,0.7071
Nuh,4.2,5,0.4472
Rajsamand,4.2,80,0.9195
Lalitpur,4.2,5,0.8367
Lumding,4.2,5,0.8367
Beypore,4.2,5,0.8367
Puttur,4.2,5,0.8367
Barshi,4.2,5,0.8367
Koderma,4.2,15,0.8619
Oachira,4.2,5,0.8367
Sarzora,4.2,5,0.4472
Siridao,4.2,20,0.8335
Pasighat,4.2,10,0.7888
Panhala,4.2,10,0.7888
Fatorpa,4.2,10,0.7888
Bhandara,4.2,25,0.866
Gangtok,4.1997,16427,0.8624
Diu,4.1978,3144,0.9118
Yellapur,4.1969,127,0.8823
Ukhimath,4.1966,295,0.8423
Itanagar,4.1964,168,0.9041
Bikaner,4.196,2444,0.8515
Alappuzha,4.1958,4352,0.8976
Srivilliputhur,4.1957,138,0.8182
Kolhapur,4.195,2836,0.8531
Palakkad,4.1945,1090,0.888
Thattekad,4.1942,139,0.9237
Mehsana,4.1941,237,0.998
Jaunpur,4.1935,124,0.9255
Mandla,4.1935,584,0.8438
Thanjavur,4.1935,2667,0.8752
Shekhawati,4.1923,26,0.8953
Garhwal,4.1915,47,0.924
Palampur,4.1909,791,0.9333
Ooty,4.1906,16580,0.9026
Dharchula,4.1905,21,0.8729
Mandvi,4.1894,602,0.907
Bhimashankar,4.1893,819,0.8562
Shimoga,4.1881,2164,0.8613
Chaibasa,4.1875,16,1.0468
Dahod,4.1875,16,0.9106
Ahmednagar,4.1869,626,0.9149
Alibaug,4.1868,1911,0.9523
Lachung,4.1865,1453,0.8878
Kanadukathan,4.1864,59,0.9187
Kolkata,4.1861,30283,0.8708
Darjeeling,4.1857,13982,0.8704
Jagdalpur,4.1852,351,0.8468
Sikar,4.1852,297,0.9131
Kochi (Cochin),4.1852,19809,0.8593
Vellore,4.1849,1455,0.8703
Jamnagar,4.1835,1259,0.8629
Kolar,4.1835,474,0.8833
Udhampur,4.1829,82,0.9313
Jejuri,4.1829,82,0.9044
Kannad,4.1818,11,0.9816
Sankarankoil,4.1818,11,0.8739
Jaggaiahpet,4.1818,11,0.7508
Kalasa,4.1818,44,0.87
Dharampur,4.1818,11,0.7508
Haroa,4.1818,11,1.0787
Bhuntar,4.1818,22,0.795
Rayagada,4.1818,11,0.8739
Velankanni,4.1811,740,0.8963
Khonoma,4.1806,72,0.9394
Mandya,4.1803,721,0.9148
Asansol,4.1803,244,0.8512
Aligarh,4.18,150,0.7334
Kozhikode,4.1794,2219,0.8935
Devarayanadurga,4.1786,28,0.9449
Kallar,4.1786,28,0.9449
Sahibabad,4.1781,73,0.9181
Adilabad,4.1777,242,0.9049
Samastipur,4.1765,17,0.7276
Hoshangabad,4.1765,34,0.8694
Samsing,4.1765,34,0.8694
Mahabalipuram,4.1764,7489,0.834
Karwar,4.1762,891,0.8826
Dabaspete,4.1761,159,0.9038
Cuddalore,4.1754,171,0.9099
Dandeli,4.1745,642,0.8871
Uttarkashi,4.1741,293,0.8722
Kadapa,4.1739,46,0.8247
Auroville,4.1736,1492,0.8652
Rishikesh,4.1729,6674,0.8606
Sambalpur,4.1726,423,0.8151
Gopalpur,4.1724,29,1.1042
Kayamkulam,4.1724,29,0.8481
Kollam,4.1724,1230,0.8936
Chennai,4.1707,24595,0.8969
Sangli,4.1687,243,0.8626
Erode,4.1683,202,0.8472
Hardoi,4.1667,12,0.5774
Ernakulam District,4.1667,6,0.7528
Chhindwara,4.1667,60,0.7403
Sheopur,4.1667,6,0.9832
Bargarh,4.1667,24,1.0072
Panamaram,4.1667,6,1.6021
Ramakkalmedu,4.1667,6,0.7528
Kamavarapukota,4.1667,6,0.9832
Sidhi,4.1667,12,0.8348
Ramtek,4.1667,30,0.8743
Kuchaman,4.1667,42,0.853
Mangaldai,4.1667,18,0.7859
Kashipur,4.1667,12,0.7177
Chamarajanagar,4.1667,174,0.8265
Balurghat,4.1667,6,0.9832
Manarcaud,4.1667,6,0.7528
Shimla,4.1666,14757,0.905
Binsar,4.1653,121,0.9341
Kunkeshwar,4.1648,91,0.8977
Shirdi,4.1646,4344,0.8502
Badami,4.1644,1192,0.8634
Bhuj,4.1638,3278,0.8885
Jim Corbett National Park,4.1637,1692,0.8274
Gwalior,4.1633,2744,0.8536
Bhilai,4.1625,160,0.8233
Cuttack,4.1621,475,0.835
Pilibhit,4.1613,31,0.898
Konark,4.1613,496,0.882
Chamoli,4.1611,683,0.865
Jammu City,4.1608,3140,0.8552
Porbandar,4.1605,779,0.8701
Talacauvery,4.1591,220,0.8093
Ukhrul,4.1579,19,0.7647
Joshimath,4.1574,235,0.8196
Palitana,4.1573,178,0.8753
Rajaji National Park,4.1569,51,0.8803
Chikmagalur,4.1562,4104,0.9203
Manikaran,4.1541,318,0.8871
Santiniketan,4.1532,633,0.7735
Thalassery,4.152,125,0.9075
Kalyan,4.1515,264,0.8453
Valparai,4.1511,854,0.8938
Kondapalle,4.15,20,0.8751
Changanacherry,4.15,20,0.9333
Virar,4.1498,307,0.992
Amritsar,4.1489,16081,0.9902
Dibrugarh,4.1486,74,0.9463
Alandi,4.1481,27,0.8182
Mananthavady,4.1471,34,0.7836
Tiruchirappalli,4.1469,2933,0.8337
Porvorim,4.1457,199,0.9555
Patnitop,4.1448,670,0.8909
Keylong,4.1445,173,0.8261
Nagrota,4.1429,14,0.8644
Chelamattom part,4.1429,21,1.0623
Mahad,4.1429,28,0.8034
Hajo,4.1429,14,0.8644
Laitmawsiang,4.1429,35,0.8793
Tanuku,4.1429,7,0.378
Barabanki,4.1429,7,0.6901
Machavaram,4.1429,7,0.8997
Udumalpet,4.1429,14,0.7703
Nagaon,4.1429,56,0.7243
Bokakhat,4.1429,14,0.9493
Ankola,4.1429,7,0.6901
Namakkal,4.1416,233,0.8416
Lucknow,4.1407,6794,0.8892
Salangpur,4.1402,107,0.9948
Pelling,4.1398,2976,0.9037
Pulwama,4.1395,43,0.8333
Lachen,4.1395,43,0.8614
Bhagamandala,4.1395,588,0.8302
Leh,4.1392,16204,0.9184
Mussoorie,4.1375,8427,0.9617
Agartala,4.1374,866,0.8221
Guntur,4.1374,182,0.8526
Amaravathi,4.1364,22,0.8888
Achooranam,4.1364,44,0.7951
Palakollu,4.1364,22,0.8335
Somvarpet,4.1358,162,0.8229
Bhubaneswar,4.1346,6078,0.902
Karaikudi,4.1344,253,0.8578
Raghunathpur,4.1343,67,0.8146
Old Goa,4.1342,723,0.8437
Bajarwadi,4.1333,15,0.7432
Velsao,4.1333,15,0.8338
Gouradanda,4.1333,15,0.8338
Tuticorin,4.1333,90,0.8506
Una,4.1324,136,0.9011
Ranikhet,4.1324,884,0.8629
Gir National Park,4.1321,53,0.7605
Madikeri,4.1319,5369,0.8907
Idagunji,4.1316,76,0.9142
Fagu,4.1316,38,0.9911
Virpur,4.1316,76,0.8995
Tabo,4.1311,61,0.9215
Sohra,4.1299,3427,0.8774
Shillong,4.1298,5492,0.873
Osmanabad,4.129,31,0.8848
Majuli,4.1288,132,0.8685
Tezpur,4.1281,281,0.8771
Ozar,4.1279,86,0.8917
Vapi,4.1277,47,1.1348
Chitradurga,4.1272,464,0.8538
Bellary,4.1272,283,0.9176
Pachmarhi,4.127,2401,0.8752
Kanyakumari,4.1259,6897,0.8887
Mudumalai,4.125,16,0.7188
Khatkar Kalan,4.125,8,0.8345
Umaria,4.125,8,0.8345
Suryanelli,4.125,8,0.991
Ratibandar,4.125,8,0.8345
Subramanya,4.1242,491,0.8706
Konni,4.1233,73,1.1174
Manchanabele,4.1231,65,1.0681
Kanoi,4.1229,993,0.9306
Shoja,4.1228,57,0.8033
Kavaratti Island,4.1222,90,0.9924
Karnala,4.1221,131,0.8946
Theni,4.1205,365,0.9059
Chandor,4.1204,108,0.8936
Kheda,4.1203,158,0.8841
Tirupati,4.1197,5871,0.855
Kausani,4.1195,1213,0.851
Pithoragarh,4.119,42,0.9927
Tirunelveli,4.119,941,0.8707
Cooch Behar,4.1136,176,0.8271
Somnath,4.1133,2683,0.9158
Nelliyampathy,4.113,115,1.0154
Ramanathapuram,4.1127,71,0.8544
Krishnanagar,4.1111,45,0.8848
Mailani,4.1111,9,0.7817
Nandara Kalan,4.1111,9,0.3333
Banavasi,4.1111,18,0.7584
Ghatshila,4.1111,18,0.7584
Srikakulam,4.1111,99,0.781
Parbhani,4.1111,27,0.8916
Tarakeswar,4.1111,9,0.7817
Muvattupuzha,4.1111,27,0.7511
Vedaranyam,4.1111,9,0.928
Beed,4.1111,18,0.7584
Nalgonda,4.1105,172,0.9013
Faizabad,4.1102,127,0.9017
Ajanta,4.1101,2025,0.9161
Tiruvannamalai,4.1078,529,0.8471
Sirpur,4.1071,28,0.8751
Idukki,4.1059,85,0.9
Palolem,4.1055,237,0.7929
Pallivasal,4.1053,19,0.7375
Pali,4.1043,163,0.9598
Narnaul,4.1034,58,0.9857
Tura,4.1034,29,1.0805
Haridwar,4.1027,5757,0.8512
Bhiwani,4.102,49,0.9184
Brahmapur,4.1015,197,0.808
Raisen,4.1014,69,0.8427
Mirik,4.1011,188,0.9048
Purbasthali,4.1,10,1.1005
Sawantwadi,4.1,50,0.9091
Prantij,4.1,10,0.7379
Prem Nagar,4.1,10,1.1972
Karkala,4.1,210,0.8211
Faridabad,4.0985,599,0.91
Tonk,4.0976,41,0.9697
Trimbak,4.0974,1468,0.844
Anantnag,4.0969,289,0.8923
Barmer,4.0964,166,0.9292
Vizianagaram,4.0962,104,0.876
Yercaud,4.0959,3950,0.8935
Annavaram,4.0948,116,0.7799
Marayur,4.0946,74,0.9388
Sasaram,4.0946,74,0.8304
Triyuginarayan,4.0943,53,0.7143
Dwaraka Tirumala,4.0943,53,0.8149
Raichak,4.093,43,0.8399
Howrah,4.0926,713,0.9255
Balasore,4.0921,445,0.9315
Kollengode,4.0909,11,1.1362
Unnao,4.0909,11,0.7006
Sikandra,4.0909,22,0.8679
Dharamkot,4.0909,22,1.0193
Kuttanad,4.0909,33,0.9475
Pandharpur,4.0883,317,0.8335
Tiruchengode,4.0882,34,0.8658
Raigad,4.088,693,0.9089
Thirukkarugavur,4.0875,80,0.8297
Gudalur,4.0867,173,0.9012
Araku Valley,4.0866,231,0.8853
Churu,4.0857,70,1.032
Kumarakom,4.0854,1347,0.9094
Guwahati,4.0842,4896,0.8761
Kanchipuram,4.0838,1349,0.8481
Rewalsar,4.0833,12,0.9962
Kopargaon,4.0833,12,0.9962
Joginder Nagar,4.0833,12,0.9962
Kaza,4.0829,639,0.8348
Bandhavgarh National Park,4.0829,567,0.9296
Digha,4.0823,1081,0.9745
Candolim,4.0808,532,1.0283
Anjuna,4.0805,981,0.9005
McLeod Ganj,4.0803,6741,0.9532
Koynanagar,4.08,25,0.9967
North Andaman Island,4.08,200,0.9635
Fort Kochi,4.08,25,1.0376
Kas,4.0798,451,0.9275
Puri,4.0795,8105,0.9451
Ajmer,4.0787,2948,0.9374
Baripada,4.0779,77,0.7392
Swamimalai,4.0769,39,0.8074
Kovilpatti,4.0769,13,0.6405
Sahibganj,4.0741,27,0.8286
Roorkee,4.0741,81,0.7546
Dirang,4.0732,82,1.0515
Margao,4.0731,616,0.8627
Bharmour,4.0725,69,0.8798
Lakhpat,4.0725,69,0.8964
Mirzapur,4.072,250,0.8424
Pallickathodu,4.0714,70,0.906
Naldurg,4.0714,14,0.8287
Roing,4.0702,57,0.9423
Vizhinjam,4.0698,86,0.9304
Kuduremukha,4.0698,43,0.8279
Mayiladuthurai,4.069,29,0.8836
Amreli,4.0667,15,0.7988
Mahendragarh,4.0667,15,0.4577
Hogenakkal,4.0667,120,1.0186
Chitrakoot,4.0658,304,0.9059
Kurnool,4.0655,1068,0.8677
Dindigul,4.0652,399,0.9435
Nagercoil,4.0651,169,0.8175
Kumbakonam,4.0639,1644,0.8375
Kalady,4.0636,173,0.808
Munsiyari,4.0634,473,0.8184
Kanthalloor,4.0625,16,0.8539
Madduru,4.0625,16,0.8539
Mollem National Park,4.062,1209,0.9289
Bidar,4.0609,476,0.9282
Angamaly,4.0606,66,0.8205
Chendamangalam,4.06,50,0.8901
Srisailam,4.0595,740,0.8237
Rewa,4.0588,102,0.9421
Thuckalay,4.0586,597,0.8464
Morbi,4.0571,70,0.8321
Zuluk,4.0566,106,1.0126
Kammasandra,4.0556,126,0.8324
Karaikal,4.0547,128,0.9333
Kurukshetra,4.0546,623,0.9197
Ramnagaram,4.0545,55,0.8032
Dharmasthala,4.0545,330,0.8665
Malayattoor,4.0541,37,0.7798
Hooghly,4.0541,351,0.8783
Gulmarg,4.0532,4000,0.9694
Kottagudi,4.0529,624,0.9609
Nighoj,4.0526,19,0.8481
Mailam,4.0526,19,0.8481
Bantwal,4.0526,19,0.9703
Yana,4.0514,175,0.9114
Nababhat,4.05,20,0.8256
Sevagram,4.05,20,0.9987
South Andaman Island,4.0492,10054,0.9449
Burhanpur,4.049,102,0.8942
Pragpur,4.0488,41,0.8646
Pushkar,4.0488,4363,0.9098
Chikhaldara,4.0488,82,0.9926
Thiruvarur,4.0488,123,0.9396
Murud,4.0472,424,0.9084
Somwarpet,4.0471,85,0.8851
Tuljapur,4.0455,110,0.8608
Rajgir,4.0436,505,0.9749
Pattadakal,4.0426,376,0.8506
Agumbe,4.0423,213,0.8704
Kalpetta,4.0415,7837,0.9227
Pattikad,4.04,25,1.0198
Hazira,4.0394,127,1.1012
Hampi,4.0393,6950,0.9142
Ziro,4.0392,51,0.8237
Bankura,4.0391,230,0.9816
Bhagalpur,4.0385,104,0.8694
Nanjangud,4.0385,26,0.9992
Jhansi,4.0381,446,0.9438
Deoghar,4.0365,657,0.9066
Mandu,4.0359,1309,0.9242
Bastar,4.0357,56,0.8937
Parassinikadavu,4.0351,57,0.8444
Neral,4.0345,29,1.0171
Sakleshpur,4.0339,383,0.9796
Patna,4.0338,2928,0.9163
Haldwani,4.0338,148,0.8445
Golaghat,4.0333,30,0.9994
Sonmarg,4.0333,60,1.0079
Rekong Peo,4.0333,30,0.8503
Sawai Madhopur,4.0329,5411,0.9376
Alchi,4.0325,123,0.8772
Khajjiar,4.0312,64,0.959
Haveri,4.0303,33,0.684
Jageshwar,4.0303,66,0.8588
Loutolim,4.0301,166,0.8768
Courtallam,4.03,233,0.9257
Ujjain,4.0296,3513,0.8445
Draksharama,4.029,69,0.727
Mathura,4.0285,1792,0.9343
Balasinor,4.0278,36,0.9407
Junagadh,4.0277,2019,0.9153
Pathanamthitta,4.0276,362,0.9081
Deeg,4.0269,223,0.9488
Thekkady,4.026,6040,0.9579
Dakor,4.0256,39,0.8732
Nako,4.025,40,0.8317
Devikulam,4.0248,121,0.8608
Channarayapatna,4.024,208,0.8366
Samayapuram,4.0238,42,0.8111
Dwarka,4.0238,3484,0.8981
Patan,4.0222,90,0.8738
Amarkantak,4.0209,431,0.8336
Hassan,4.0206,874,0.9267
Gulbarga,4.0196,204,0.9414
Gadag,4.0196,51,0.7346
Gangotri,4.0192,261,0.8702
Tranquebar,4.0189,53,0.7719
Sriperumbudur,4.0185,54,0.9415
Alwar,4.0184,2941,1.0647
Chittaurgarh,4.0172,1919,0.9388
Saharanpur,4.0159,63,0.8326
Haldia,4.0152,66,0.8319
Gorumara National Park,4.0119,168,0.9155
Aurangabad,4.0096,6335,0.9003
Champaner,4.0084,239,0.9074
Kangra,4.0081,861,0.9578
Datia,4.0071,140,0.8773
Jwalamukhi,4.0063,315,0.8887
Fatehpur Sikri,4.0054,2394,0.9445
Tarapith,4.0051,195,0.8764
Daman,4.0045,2458,1.0309
Rivona,4.0,13,1.0801
Tarapur,4.0,7,0.8165
Ambalappuzha,4.0,1,
Talwandi Sabo,4.0,16,0.8165
Revdanda,4.0,3,1.0
Rishop,4.0,19,1.0541
Teghoria,4.0,1,
Stakna,4.0,1,
Sundargarh,4.0,11,0.8944
Yelandur,4.0,1,
Tanakpur,4.0,1,
Talyachi Wadi,4.0,2,0.0
Ambavli,4.0,33,0.9682
Aizawl,4.0,295,0.9404
Yadagirigutta,4.0,80,0.7956
Shantiniketan,4.0,2,1.4142
Tirupattur,4.0,1,
Tirur,4.0,34,0.8165
Shrirampur,4.0,2,0.0
Anjar,4.0,27,1.0
Todgarh,4.0,1,
Shirali,4.0,2,1.4142
Tuensang,4.0,1,
Ankleshwar,4.0,15,0.7559
Simhachalam,4.0,8,0.9258
Udayagiri,4.0,6,1.0954
Shahjahanpur,4.0,4,1.1547
Shahdol,4.0,4,1.1547
Sangolda,4.0,4,0.8165
Valmiki National Park,4.0,2,0.0
Aragonda,4.0,6,0.6325
Airari,4.0,1,
Aronda,4.0,26,0.8485
Tippi,4.0,1,
Thakur Nagar,4.0,2,0.0
Virje,4.0,5,1.4142
Washim,4.0,8,0.7559
Soraba,4.0,1,
Wankaner,4.0,1,
Wandoor,4.0,1,
Wahkhen,4.0,1,
Andanallur,4.0,1,
Thirthahalli,4.0,1,
Andhakaranazhy,4.0,1,
Vembar,4.0,1,
Andretta,4.0,8,0.7559
Villupuram,4.0,79,0.9199
Thiruparankundram,4.0,34,0.7785
Thiruputkuzhi,4.0,4,0.8165
Thiruthani,4.0,78,0.8218
Saiha,4.0,2,0.0
Tindivanam,4.0,1,
Thiruvarangam,4.0,6,0.8944
Chimre,4.0,1,
Rarang Khas,4.0,3,1.0
Balotra,4.0,2,0.0
Khichan,4.0,62,0.8298
Khed,4.0,5,0.7071
Nandyal,4.0,7,1.0
Bhusawal,4.0,3,1.0
Kharagpur,4.0,4,0.8165
Bikkavolu,4.0,2,0.0
Karsha,4.0,12,0.7385
Kantilo,4.0,8,1.069
Navadvipa,4.0,2,1.4142
Kannauj,4.0,6,1.2649
Baramulla,4.0,5,0.7071
Naya Raipur,4.0,2,0.0
Nazira,4.0,6,0.6325
Bolpur,4.0,151,0.8563
Jashpur,4.0,18,0.767
Oblaipalle,4.0,1,
Jaigaon,4.0,4,1.4142
Budhauli,4.0,5,0.7071
Ivrem-Buzruco,4.0,1,
Irikkur,4.0,1,
Palode,4.0,2,1.4142
Pandua,4.0,5,0.7071
Indapur,4.0,1,
Pariyej,4.0,13,0.9129
Hoovina Hadagalli Taluk,4.0,3,1.0
Kohri,4.0,3,0.0
Koilwar,4.0,2,0.0
Kolasib,4.0,1,
Mahadevapura,4.0,1,
Marthandam,4.0,24,1.0215
Menar,4.0,4,0.8165
Mappedu,4.0,1,
Mannady,4.0,1,
Mogra,4.0,1,
Manjakuppam,4.0,1,
Mangar,4.0,1,
Mangan,4.0,7,0.8165
Mamidada,4.0,2,0.0
Barrackpur,4.0,4,0.8165
Bhadravati,4.0,1,
Madugula,4.0,2,0.0
Bardoli,4.0,1,
Lawngtlai,4.0,5,0.7071
Lakhimpur,4.0,2,1.4142
Ladnun,4.0,2,1.4142
Kupup,4.0,2,0.0
Kumaon,4.0,3,1.0
Nagapattinam District,4.0,3,1.0
Nagar,4.0,2,0.0
Kulithalai,4.0,1,
Kufri,4.0,140,0.9056
Bhildi,4.0,7,0.5774
Kudli,4.0,1,
Hingolgadh Village,4.0,9,0.866
Jagraon,4.0,2,1.4142
Balgudar,4.0,4,1.1547
Dhankhar,4.0,34,0.8876
Ghagra,4.0,3,1.0
Garhwa,4.0,1,
Ganagapur,4.0,1,
Poompuhar,4.0,6,1.0954
Galajwari,4.0,1,
Pottankadu,4.0,1,
Ferozpur Jhirka,4.0,6,0.0
Proddatur,4.0,3,1.0
Etawah,4.0,2,0.0
East Khasi Hills District,4.0,1,
Dubrajpur,4.0,1,
Dongargarh,4.0,1,
Chatra,4.0,4,1.1547
Badgam,4.0,4,0.8165
Gorubathan,4.0,5,1.0
Raireshwar,4.0,2,0.0
Dandi,4.0,1,
Danapur,4.0,1,
Rajbalhat,4.0,1,
Rajgarh Gulahriya,4.0,1,
Chettikulam,4.0,1,
Rajmahal,4.0,3,1.0
Ramanagaram,4.0,1,
Chorwad,4.0,11,1.1832
Chorla,4.0,4,0.8165
Chittorgarh,4.0,1,
Chintamani,4.0,1,
Chinnamanur,4.0,3,1.0
Ghazipur,4.0,1,
Maynaguri,4.0,5,0.7071
Guna,4.0,18,0.9701
Pazhayannur,4.0,6,0.6325
Hajipur,4.0,3,0.0
Hanle,4.0,27,0.8321
Perumpuliyur,4.0,1,
Harigar,4.0,2,1.4142
Phagwara,4.0,18,1.0847
Haripur,4.0,7,1.1547
Peren,4.0,3,0.0
Harnai,4.0,13,1.0801
Naldehra,3.9966,296,0.9725
Mantralayam,3.9935,155,0.9081
Sulthan Bathery,3.9932,148,0.8997
Chanderi,3.9919,124,0.9836
Pavagadh,3.991,221,0.8842
Sanchi,3.9907,430,0.9752
Sonamarg,3.9903,518,1.049
Bakkhali,3.9901,202,0.9619
Jorhat,3.99,201,0.8831
Silchar,3.9886,88,1.0338
Vaishali,3.988,83,0.8337
Tiruppur,3.9871,155,0.8678
Mahbubnagar,3.9867,75,0.862
Jaisalmer,3.9864,13734,1.0319
Ambarnath,3.9841,63,1.1429
Parli Vaijnath,3.9817,109,0.8605
Bandipur,3.9815,974,0.9245
Guruvayur,3.9802,959,0.8673
Junnar,3.9783,230,0.9034
Tiruvallur,3.9783,46,0.7146
Pudukkottai,3.9745,157,0.9333
Morena,3.9744,78,0.837
Ayodhya,3.974,346,0.8249
Sidhpur,3.9714,35,0.9231
Doddaballapur,3.9697,33,0.918
Nilgiri,3.9667,60,1.073
Srikalahasti,3.9642,419,0.8674
Allahabad,3.9629,2263,0.9026
Kishangarh,3.9615,26,0.9992
Nalsarovar,3.9606,127,1.0266
Omkareshwar,3.9595,494,0.8319
Sravanabelagola,3.9583,72,0.895
Dholpur,3.9524,21,1.117
Udvada,3.9524,42,0.825
Vadnagar,3.9524,21,0.8047
Nagarjuna Sagar,3.9512,123,1.0701
Varanasi,3.9478,15641,0.9548
Ottapalam,3.9474,19,0.8481
Thirukadaiyur,3.9459,74,0.9493
Dabhoi,3.9459,37,0.9985
Thiruvalla,3.9452,146,0.8203
Sariska,3.9451,182,0.9618
Shravasti,3.9444,18,0.7254
Narasaraopet,3.9444,18,0.8726
Gandhidham,3.9444,36,1.145
Rameswaram,3.9425,6365,0.9567
Medak,3.9423,104,0.9433
Bhiwadi,3.9394,33,1.0289
Barog,3.9348,46,1.1235
Tambaram,3.9333,15,0.8837
Bannari,3.9333,15,0.7037
Mahasamund,3.931,29,0.8836
Firozpur,3.931,29,1.0327
Nathdwara,3.9262,826,1.0331
Kapurthala,3.9259,54,0.9684
Basti,3.9231,13,0.6405
Bagalkot,3.9216,51,0.7705
Bishnupur,3.9214,369,0.832
Badrinath,3.9192,903,0.8715
Pollachi Town,3.9171,193,1.0574
Janjgir,3.9167,12,0.793
Devprayag,3.9143,140,0.8773
Chandipur,3.9138,58,0.9603
Daulatabad,3.9132,553,0.9779
Tawang,3.9128,1674,1.0457
Verna,3.9123,57,0.9118
Bageshwar,3.9104,67,0.9492
Tikamgarh,3.9091,11,1.0445
Bhiwandi,3.9091,11,1.221
Madhubani,3.9091,11,1.0445
Gangolihat,3.9091,121,0.9399
North Paravur,3.9084,131,0.9153
Tumari,3.9032,31,0.7463
Veraval,3.9024,41,1.091
Akola,3.9,20,0.9679
Alampur,3.9,20,0.8522
Kesariya,3.9,10,0.7379
Diphu,3.9,10,1.1972
Chandrapur,3.9,110,0.9573
Pokhran,3.898,49,0.9409
Maharashtra,3.8947,95,0.9618
Belthangady,3.8947,38,1.0601
Baratang Island,3.8931,290,0.8144
Lonar,3.8929,168,0.8689
Mangalagiri,3.8929,28,0.956
Palani,3.8927,615,0.9693
Dumka,3.8919,37,0.994
Dimapur,3.8898,118,1.0922
Dhar,3.8889,27,0.8006
Sitapur,3.8889,27,0.698
Kanakapura,3.8889,171,0.9668
Dhubri,3.8889,9,1.0541
Kaikaluru,3.8889,9,1.0541
Bijapur,3.8877,1104,1.0247
Champawat,3.8846,52,0.9631
Sasan Gir,3.8833,480,0.8947
Phaltan,3.8824,17,0.8575
Kakkabe,3.881,420,1.0201
Dharmapuri,3.8798,549,1.1025
Kushinagar,3.8796,191,1.0111
Sirkazhi,3.8793,58,0.8182
Tharangambadi,3.8786,140,0.9404
Gadwal,3.875,40,0.7574
Idar,3.875,8,0.8345
Chengannur,3.875,16,1.0878
Namdapha National Park,3.875,8,0.991
Fatehgarh,3.875,8,0.8345
Farsaheya,3.875,8,1.126
Saligrama,3.875,8,0.6409
Cola,3.8704,54,0.9121
Thiruvidandai,3.8696,23,0.8689
